QueueId,QueueThreadCount,SchedType,QueueMaxRemainingBursts,QueueMinRemainingBursts,QueueMeanRemainingBursts,QueueMedianRemainingBursts,QueueRangeRemainingBursts,QueueTotalRemainingBursts,CoreCount,CoreId,IsCoreIdle,CoreBurstAge,ThreadBurstsRan,ThreadBurstsRemaining,Action,AvgThreadThroughput,AvgThreadTurnaround
36,4,CFS,7,1,4.25,4.5,6,17,2,0,0,0,39,4,NEXT_OTHER,0.063604,229.667
0,14,HRRN,49,6,33.714,37,43,472,3,1,0,9,9,15,NONE,0.09375,95.333
0,1,HRRN,10,10,10,10,0,10,3,0,1,0,0,inf,NEXT_SJF,0.09375,95.333
27,6,CFS,32,2,17.167,17.5,30,103,1,0,0,0,16,5,NEXT_RR,0.038462,128
0,7,PSJF,49,16,39.143,45,33,274,3,0,0,11,11,32,NONE,0.09375,92.952
0,19,CFS,41,6,23.842,18,35,453,1,0,0,0,7,41,NEXT_FCFS,0.034091,451.857
18,8,CFS,14,1,7.625,8,13,61,1,0,0,0,34,3,NEXT_RR,0.036217,329.5
0,18,CFS,31,2,15.056,9.5,29,271,3,2,0,0,17,26,NEXT_FCFS,0.101449,151.667
44,9,MLFQ,25,1,13.333,14,24,120,2,1,0,0,18,1,NEXT_RR,0.060606,131.3
83,18,CFS,40,2,22.111,20.5,38,398,1,0,0,0,7,10,NEXT_OTHER,0.039927,364.091
18,18,CFS,48,1,25.944,31,47,467,2,1,0,0,1,1,NEXT_OTHER,0.072,165.722
20,7,RR,15,1,5.571,3,14,39,2,1,0,1,26,3,NONE,0.109948,112.571
43,16,CFS,35,3,18.438,17.5,32,295,4,1,0,0,13,29,NEXT_RR,0.142857,90.211
42,2,FCFS,15,12,13.5,13.5,3,27,4,3,1,0,0,inf,NEXT_SJF,0.149254,30.8
39,5,CFS,20,2,12.8,17,18,64,3,0,0,0,18,6,NEXT_FCFS,0.15942,39.273
66,6,RR,35,12,20.167,14.5,23,121,1,0,0,0,9,13,NEXT_FCFS,0.039216,139.125
2,6,FCFS,45,5,23.167,19.5,40,139,2,0,0,11,11,5,NONE,0.07563,114.833
32,10,CFS,36,1,15.3,15,35,153,2,0,0,0,10,3,NEXT_OTHER,0.083333,86
0,19,CFS,37,2,19.789,14,35,376,3,2,0,1,12,14,NEXT_RR,0.101449,149.19
9,17,CFS,42,2,17.353,12,40,295,2,0,0,0,6,42,NEXT_OTHER,0.113636,117.2
0,18,CFS,34,4,17.722,12,30,319,1,0,0,0,15,9,NEXT_FCFS,0.034091,451.857
80,12,CFS,36,2,15.583,14.5,34,187,1,0,0,0,14,2,NEXT_OTHER,0.046036,246.167
12,10,PSJF,48,10,32.7,34,38,327,2,0,0,5,5,20,NONE,0.090909,77.81
83,17,CFS,32,1,15.471,14,31,263,1,0,0,0,15,14,NEXT_OTHER,0.039927,364.091
65,1,RR,12,12,12,12,0,12,2,1,1,0,0,inf,NEXT_SJF,0.064516,19.5
12,6,FCFS,32,3,15.833,13.5,29,95,2,1,0,19,19,13,NEXT_SJF,0.09292,119.19
67,2,CFS,21,12,16.5,16.5,9,33,1,0,0,0,15,21,NEXT_OTHER,0.051282,49.5
12,15,CFS,41,1,21.133,20,40,317,4,2,0,1,7,7,NEXT_RR,0.182609,64.19
38,17,MLFQ,45,1,18.706,14,44,318,4,2,0,0,3,17,NEXT_SJF,0.184466,57.737
0,8,CFS,19,4,13.75,14,15,110,1,0,0,0,29,4,NEXT_FCFS,0.034091,455.333
39,11,MLFQ,38,2,17.182,17,36,189,1,0,0,0,1,17,NONE,0.054455,116.273
32,11,FCFS,44,1,21.545,14,43,237,4,0,0,6,6,7,NONE,0.152778,43.455
0,6,CFS,7,1,3.667,3,6,22,3,0,0,0,41,2,NEXT_OTHER,0.101449,153.952
38,14,SRT,48,2,25.286,20,46,354,4,1,0,7,7,2,NONE,0.157025,40.579
0,9,MLFQ,22,1,14.667,16,21,132,4,0,0,0,26,17,NEXT_SJF,0.134615,115.286
32,1,PSJF,12,12,12,12,0,12,4,0,1,0,0,inf,NEXT_SJF,0.119565,35.455
34,12,CFS,33,4,19.833,20.5,29,238,2,1,0,0,11,23,NEXT_RR,0.098214,133.091
57,5,CFS,14,1,6.8,7,13,34,4,1,0,1,35,5,NONE,0.114286,48.375
77,6,CFS,17,4,10.833,11,13,65,4,0,0,0,32,6,NEXT_OTHER,0.140496,82.647
57,1,FCFS,17,17,17,17,0,17,4,3,1,0,0,inf,NEXT_SJF,0.101266,50.625
66,1,MLFQ,4,4,4,4,0,4,3,1,0,0,41,4,NONE,0.106667,47.125
16,4,HRRN,39,4,24.25,27,35,97,4,3,0,13,13,18,NONE,0.125,34.333
0,2,FCFS,15,3,9,9,12,18,3,0,0,33,33,15,NONE,0.09633,114.571
0,1,FCFS,12,12,12,12,0,12,3,0,0,36,36,12,NONE,0.09633,114.571
37,14,MLFQ,46,3,27.429,26,43,384,2,0,0,0,2,22,NEXT_RR,0.064815,158.643
8,11,CFS,43,2,23,22,41,253,1,0,0,0,4,15,NONE,0.036667,218.727
0,3,MLFQ,5,2,4,5,3,12,4,2,0,0,43,5,NONE,0.134615,115.381
32,10,RR,36,1,15.1,15,35,151,2,1,0,0,10,1,NEXT_SJF,0.083969,85.545
12,2,SRT,35,18,26.5,26.5,17,53,2,0,0,13,13,35,NONE,0.090909,77.81
8,2,SRT,28,11,19.5,19.5,17,39,4,1,0,35,35,11,NONE,0.112245,43
18,17,RR,49,2,27.353,31,47,465,1,0,0,0,0,36,NEXT_FCFS,0.036217,327.944
16,1,FCFS,5,5,5,5,0,5,4,0,0,45,45,5,NONE,0.105882,36
0,8,RR,18,2,12.125,12,16,97,3,0,0,2,30,18,NEXT_SJF,0.100962,155.905
0,18,RR,37,8,20.889,16,29,376,3,1,0,1,12,31,NEXT_FCFS,0.101449,155.286
65,2,HRRN,19,8,13.5,13.5,11,27,1,0,0,12,12,19,NEXT_FCFS,0.051282,29.5
17,16,HRRN,47,1,26.375,28.5,46,422,4,3,0,20,20,30,NEXT_FCFS,0.136054,59.15
1,9,PSJF,47,5,25.556,23,42,230,3,2,0,2,2,18,NONE,0.094737,42.111
2,9,MLFQ,26,7,13.444,9,19,121,4,2,0,0,19,7,NEXT_RR,0.157895,77.167
44,9,RR,32,2,17.778,21,30,160,2,0,0,1,17,32,NEXT_SJF,0.060241,126.1
12,5,HRRN,48,1,23.4,24,47,117,4,0,0,23,23,13,NONE,0.160305,47.333
2,6,PSJF,45,13,33.5,35.5,32,201,4,3,0,2,2,36,NONE,0.136364,52.444
22,11,MLFQ,33,1,20,20,32,220,3,0,0,0,15,26,NEXT_SJF,0.107383,101.562
64,4,HRRN,38,8,21,19,30,84,1,0,0,7,7,24,NEXT_FCFS,0.043956,47
39,6,MLFQ,23,2,13.667,14.5,21,82,1,0,0,0,15,21,NEXT_SJF,0.054455,116.545
0,16,CFS,29,3,14.5,10.5,26,232,1,0,0,0,19,7,NEXT_SJF,0.034091,455.048
18,4,CFS,6,1,3.25,3,5,13,1,0,0,0,42,3,NEXT_SJF,0.036217,331.056
34,5,FCFS,17,5,12.8,15,12,64,2,1,0,30,30,15,NEXT_SJF,0.098214,123.682
0,19,CFS,39,4,22.105,17,35,420,1,0,0,0,9,36,NEXT_FCFS,0.034091,453.476
12,16,CFS,43,2,22.062,21,41,353,1,0,0,0,4,15,NEXT_FCFS,0.047191,259.905
10,6,HRRN,48,3,29.5,30.5,45,177,4,2,0,11,11,24,NONE,0.136364,75.375
12,19,RR,48,2,20.579,19,46,391,3,2,0,5,5,16,NEXT_FCFS,0.139073,86.238
64,4,CFS,30,1,15.25,15,29,61,2,0,0,0,7,24,NEXT_OTHER,0.081633,32.75
39,7,RR,32,1,15.714,13,31,110,2,0,0,6,13,23,NEXT_FCFS,0.108911,58.909
2,17,CFS,39,2,19.353,20,37,329,3,0,0,1,6,10,NEXT_FCFS,0.121622,101.444
65,1,CFS,9,9,9,9,0,9,2,1,1,0,0,inf,NEXT_SJF,0.064516,19.5
67,3,CFS,30,2,18,22,28,54,2,0,0,0,6,30,NEXT_OTHER,0.093023,26
0,18,MLFQ,32,1,15.778,10.5,31,284,4,2,0,0,16,27,NEXT_RR,0.134615,115.381
0,11,FCFS,48,5,30.455,26,43,335,1,0,0,1,1,40,NEXT_SJF,0.034091,310.381
0,18,FCFS,48,5,29.222,27,43,526,3,1,0,10,10,35,NEXT_SJF,0.098131,109.762
32,5,CFS,21,5,11.6,8,16,58,1,0,0,0,26,6,NEXT_RR,0.042146,166.727
66,7,MLFQ,40,1,23.857,25,39,167,1,0,0,0,4,19,NEXT_RR,0.039216,137.5
77,6,CFS,18,6,12.167,13,12,73,4,1,0,0,31,6,NEXT_OTHER,0.140496,82.647
0,12,MLFQ,24,2,13.333,17.5,22,160,4,1,0,0,24,17,NEXT_RR,0.134615,115.381
38,17,FCFS,48,1,22,18,47,374,1,0,0,1,1,14,NEXT_SJF,0.048718,175.842
0,19,MLFQ,37,2,19.158,14,35,364,4,1,0,0,12,37,NEXT_SJF,0.134615,115.048
0,18,CFS,33,3,16.611,11,30,299,1,0,0,0,16,10,NEXT_FCFS,0.034091,453.429
68,3,MLFQ,30,9,16,9,21,48,1,0,0,0,6,9,NEXT_RR,0.069444,36.2
0,4,PSJF,49,13,32.5,34,36,130,3,2,0,32,32,13,NONE,0.09375,92.952
2,5,RR,13,2,7.2,6,11,36,1,0,0,0,32,6,NEXT_SJF,0.04119,306
17,1,HRRN,12,12,12,12,0,12,2,0,0,38,38,12,NONE,0.075758,93.75
34,10,SRT,45,2,30.6,33.5,43,306,2,0,0,21,21,2,NONE,0.095238,79.182
42,10,MLFQ,47,1,20.5,15.5,46,205,2,0,0,0,2,10,NEXT_RR,0.090909,63
17,15,CFS,40,1,21.733,23,39,326,4,1,0,0,10,40,NEXT_OTHER,0.155039,77.15
16,8,CFS,42,2,19.625,16,40,157,2,1,0,0,8,14,NEXT_FCFS,0.078261,74.889
9,21,CFS,47,1,18.333,14,46,385,2,1,0,0,2,1,NEXT_OTHER,0.113636,117.2
34,20,MLFQ,41,1,17.7,16,40,354,2,0,0,0,4,13,NEXT_FCFS,0.097778,134.636
10,20,CFS,34,1,16.35,17,33,327,1,0,0,0,13,33,NEXT_OTHER,0.039152,427.625
2,14,CFS,33,2,16.286,14,31,228,1,0,0,0,12,26,NEXT_SJF,0.04119,304.056
36,17,PSJF,47,5,31.118,31,42,529,3,0,0,4,4,19,NONE,0.09,93.167
20,21,HRRN,45,1,17.19,11,44,361,3,0,0,6,6,24,NEXT_FCFS,0.148936,49.857
32,9,CFS,36,1,16.556,21,35,149,2,0,0,1,11,3,NEXT_RR,0.083333,83.818
0,21,HRRN,49,5,27.905,26,44,586,3,1,0,10,10,10,NONE,0.09375,95.333
66,6,MLFQ,39,16,26.833,26,23,161,1,0,0,0,5,36,NEXT_RR,0.039216,137.5
57,5,CFS,19,6,11.6,11,13,58,4,1,0,0,30,12,NEXT_OTHER,0.114286,48.375
0,18,CFS,32,3,16.056,10.5,29,289,3,0,0,0,16,17,NEXT_RR,0.101449,151.19
2,14,CFS,32,1,15.143,13,31,212,3,2,0,0,13,5,NEXT_RR,0.121622,102.111
0,8,CFS,20,4,14.25,15,16,114,1,0,0,0,29,16,NEXT_FCFS,0.034091,455.048
7,3,SRT,38,10,24,24,28,72,4,3,0,24,24,24,NONE,0.116022,78.524
12,9,FCFS,41,3,18.778,18,38,169,2,1,0,30,30,18,NEXT_SJF,0.093333,117.714
42,7,RR,39,2,20.143,20,37,141,4,1,0,5,5,28,NEXT_SJF,0.151515,32.5
0,16,SRT,49,5,32.25,30.5,44,516,4,3,0,5,5,19,NONE,0.122807,73.714
20,19,CFS,40,1,14.947,12,39,284,1,0,0,0,4,3,NEXT_OTHER,0.055409,221.905
0,17,FCFS,48,5,27.059,26,43,460,3,0,0,14,14,29,NEXT_SJF,0.099526,112.238
0,20,MLFQ,44,2,25,21,42,500,4,3,0,0,5,38,NEXT_FCFS,0.134615,115.19
8,9,CFS,32,3,15.667,15,29,141,3,1,0,1,16,15,NEXT_RR,0.105769,72.364
34,20,MLFQ,41,1,17.5,15.5,40,350,2,0,0,0,4,19,NEXT_FCFS,0.097778,134.727
0,14,FCFS,48,5,27.143,26,43,380,1,0,0,15,15,9,NONE,0.034091,316.381
23,3,MLFQ,11,2,7.333,9,9,22,4,3,0,0,28,11,NONE,0.18,24.889
12,5,SRT,48,10,36.2,41,38,181,2,1,0,4,4,36,NONE,0.090909,77.81
0,1,PSJF,10,10,10,10,0,10,3,1,1,0,0,inf,NEXT_SJF,0.09375,92.952
16,7,MLFQ,39,2,17.857,15,37,125,4,2,0,0,11,39,NEXT_SJF,0.130435,40
62,2,CFS,10,4,7,7,6,14,1,0,0,0,38,10,NEXT_OTHER,0.029412,109
62,4,FCFS,48,19,31.5,29.5,29,126,1,0,0,10,10,33,NEXT_SJF,0.029412,80.75
42,4,FCFS,32,4,19.25,20.5,28,77,4,3,0,25,25,4,NONE,0.149254,30.8
2,2,SRT,45,12,28.5,28.5,33,57,1,0,0,32,32,12,NONE,0.04119,169.611
0,8,FCFS,48,6,29.625,26,42,237,1,0,0,27,27,6,NONE,0.034091,316.381
22,5,CFS,12,2,6.2,5,10,31,2,0,0,0,36,2,NEXT_OTHER,0.072727,152.062
9,1,SRT,23,23,23,23,0,23,1,0,0,26,26,23,NONE,0.056948,129.36
2,12,PSJF,45,6,29.083,27.5,39,349,2,1,0,8,8,10,NONE,0.079295,91.111
0,8,HRRN,49,2,35.375,44,47,283,3,1,0,22,22,19,NONE,0.09375,95.333
22,10,MLFQ,31,11,19.2,18,20,192,1,0,0,0,18,16,NEXT_FCFS,0.036446,302.875
0,18,SRT,49,1,31.722,27,48,571,1,0,0,19,19,1,NONE,0.034091,247.952
